timestamp,x,y,z,qx,qy,qz,qw
1756405933943510980,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1756405933993730424,-3.783621311187744,-4.342500686645508,-2.1083037853240967,-0.00024297555501107126,0.01068310346454382,0.03084981068968773,0.9994669556617737
1756405934143758086,-2.510723114013672,-9.512799263000488,-8.189495086669922,0.017239885404706,0.012288281694054604,0.1198185384273529,0.9925700426101685
1756405934193682333,-4.540584564208984,-8.7295560836792,-1.7835707664489746,0.022695722058415413,0.006185054779052734,0.12098359316587448,0.9923757314682007
1756405934243631316,-6.468279838562012,-7.859735012054443,4.240396976470947,0.031001223251223564,0.0001723114401102066,0.12314000725746155,0.9919049143791199
1756405934293428051,-8.433757781982422,-7.009739875793457,10.317466735839844,0.03957205265760422,-0.004771699663251638,0.12433766573667526,0.9914391040802002
1756405934343266595,-8.596563339233398,-7.13737678527832,11.147059440612793,0.037979088723659515,-0.009856202639639378,0.11911913752555847,0.9921043515205383
1756405934393079359,-8.625118255615234,-7.256345748901367,11.783492088317871,0.03886409103870392,-0.013529760763049126,0.11569333076477051,0.992432177066803
1756405934442958268,-8.665398597717285,-7.414734840393066,12.367276191711426,0.04028003662824631,-0.017384512349963188,0.11264830082654953,0.9926659464836121
1756405934493185790,-8.815546035766602,-7.585630416870117,13.049890518188477,0.03989535942673683,-0.021813010796904564,0.10896741598844528,0.9930048584938049
1756405934543374808,-8.893362998962402,-7.755599498748779,13.601844787597656,0.04089672863483429,-0.02554480731487274,0.10617828369140625,0.9931772947311401
1756405934593531795,-8.993529319763184,-7.921152591705322,14.057942390441895,0.04182406887412071,-0.029147403314709663,0.10303232818841934,0.993370771408081
1756405934643493115,-9.11195182800293,-8.442952156066895,14.805488586425781,0.03967363014817238,-0.03349246829748154,0.09793557971715927,0.9938374161720276
1756405934693540646,-9.412039756774902,-8.571537971496582,15.27398681640625,0.04110993072390556,-0.03443349525332451,0.09611383080482483,0.9939247369766235
1756405934743827544,-9.799546241760254,-8.725295066833496,15.725647926330566,0.042299699038267136,-0.03646345064043999,0.09645354002714157,0.9937695264816284
1756405934793854582,-10.253565788269043,-8.85680103302002,16.09929847717285,0.043065935373306274,-0.039264630526304245,0.09777267277240753,0.9935009479522705
1756405934843648807,-10.735051155090332,-8.971386909484863,16.478984832763672,0.043561339378356934,-0.04240754246711731,0.09961961209774017,0.9931666254997253
1756405934893450357,-11.246438026428223,-9.103995323181152,16.823598861694336,0.04404645785689354,-0.045911554247140884,0.10197798162698746,0.9927499890327454
1756405934943362902,-11.763360977172852,-9.263952255249023,17.17147445678711,0.04434772953391075,-0.049937885254621506,0.10615245997905731,0.9921044111251831
1756405934993284240,-12.23415756225586,-9.386249542236328,17.481613159179688,0.044528692960739136,-0.05349411442875862,0.10933592915534973,0.9915650486946106
1756405935043289147,-12.665328979492188,-9.5086669921875,17.75398826599121,0.04470788687467575,-0.0568254217505455,0.11242692917585373,0.9910258650779724
1756405935093402481,-12.7131986618042,-9.35898208618164,18.542566299438477,0.04782582446932793,-0.06661169975996017,0.11319322139024734,0.9901832342147827
1756405935143486652,-12.44558048248291,-9.256460189819336,19.10245704650879,0.05068327486515045,-0.07827383279800415,0.11048387736082077,0.9894936680793762
1756405935193614644,-12.157633781433105,-9.242512702941895,19.61884117126465,0.05282099172472954,-0.08957231789827347,0.10782163590192795,0.9887169599533081
1756405935243583359,-11.785534858703613,-9.110283851623535,19.977907180786133,0.05505058914422989,-0.09988711774349213,0.10606648772954941,0.9877964854240417
1756405935293353783,-12.39164924621582,-9.14277458190918,21.166898727416992,0.056823424994945526,-0.10462457686662674,0.10610239207744598,0.9872016310691833
1756405935343131454,-13.015388488769531,-9.174367904663086,22.25930404663086,0.05830955505371094,-0.10927335917949677,0.10635095834732056,0.9865844249725342
1756405935393245221,-13.656489372253418,-9.211084365844727,23.37610626220703,0.0597214549779892,-0.11400734633207321,0.1068398505449295,0.9859112501144409
1756405935443544020,-14.395140647888184,-9.275030136108398,24.603633880615234,0.06131406128406525,-0.11933746188879013,0.10759293287992477,0.9851004481315613
1756405935493823140,-15.222638130187988,-9.345264434814453,25.948759078979492,0.06304522603750229,-0.12515850365161896,0.10822255909442902,0.9841994047164917
1756405935543634561,-15.5108060836792,-9.403238296508789,25.503698348999023,0.0633791983127594,-0.12664777040481567,0.10785604268312454,0.9840276837348938
1756405935593306976,-15.80267333984375,-9.459369659423828,25.03951072692871,0.06370284408330917,-0.1281672716140747,0.1074710562825203,0.9838521480560303
1756405935643066137,-14.685795783996582,-8.425161361694336,23.33083152770996,0.06770174950361252,-0.14058062434196472,0.1157124787569046,0.980950653553009
1756405935692895609,-16.831127166748047,-6.258662700653076,25.560474395751953,0.07643968611955643,-0.14858129620552063,0.1299615502357483,0.9773384928703308
1756405935742911445,-20.15601921081543,-7.4269256591796875,27.13814353942871,0.07798266410827637,-0.1558545082807541,0.13154610991477966,0.9758707284927368
1756405935793131034,-22.390892028808594,-8.854473114013672,22.564598083496094,0.08094897121191025,-0.16020874679088593,0.13916294276714325,0.9738655090332031
1756405935843380203,-24.988719940185547,-10.589954376220703,16.944509506225586,0.08451559394598007,-0.165462926030159,0.14831143617630005,0.971330463886261
1756405935893736795,-24.988719940185547,-10.589954376220703,16.944509506225586,0.08451548218727112,-0.16546295583248138,0.14831143617630005,0.971330463886261
1756405935943895573,-24.988719940185547,-10.589954376220703,16.944509506225586,0.08451559394598007,-0.165462926030159,0.14831146597862244,0.971330463886261
1756405935993757065,-25.112367630004883,-10.671343803405762,16.98250389099121,0.0852302834391594,-0.1807153970003128,0.1487995982170105,0.9684711694717407
1756405936043399738,-25.23432159423828,-10.7672700881958,16.99724578857422,0.08532208949327469,-0.19678977131843567,0.15032212436199188,0.9650892019271851
1756405936093208145,-25.371871948242188,-10.87696361541748,17.025941848754883,0.08603139221668243,-0.2127021849155426,0.15108218789100647,0.9615251421928406
1756405936143180123,-25.51144790649414,-10.994698524475098,17.04279136657715,0.08652558922767639,-0.22885863482952118,0.15285441279411316,0.9574823975563049
1756405936193196602,-24.842626571655273,-10.395820617675781,16.7116756439209,0.09471199661493301,-0.2476697862148285,0.1439191699028015,0.9534026384353638
1756405936243213982,-24.8477725982666,-10.140151023864746,16.227474212646484,0.09817731380462646,-0.262947678565979,0.14389272034168243,0.9489545226097107
1756405936293279274,-24.573152542114258,-9.303069114685059,16.002098083496094,0.10717365145683289,-0.27927178144454956,0.14205965399742126,0.9435783624649048
1756405936343285801,-23.117958068847656,-8.043187141418457,16.93589210510254,0.12642806768417358,-0.30406099557876587,0.11720439791679382,0.9369236826896667
1756405936393566749,-21.619773864746094,-6.922469139099121,18.004127502441406,0.1450566202402115,-0.32757624983787537,0.09254498779773712,0.9290251731872559
1756405936443606214,-21.97051429748535,-6.859386920928955,17.572843551635742,0.14387057721614838,-0.33530718088150024,0.09718533605337143,0.9259726405143738
1756405936493576347,-21.992599487304688,-5.931397438049316,16.561851501464844,0.1476452648639679,-0.34112679958343506,0.10310203582048416,0.9226068258285522
1756405936543303647,-22.164451599121094,-6.057308673858643,16.65018653869629,0.14748667180538177,-0.35064318776130676,0.10101529955863953,0.9192893505096436
1756405936592974257,-22.53175926208496,-6.495009899139404,16.991718292236328,0.14881499111652374,-0.3587249219417572,0.09735555946826935,0.916347324848175
1756405936642810867,-22.551361083984375,-6.516036033630371,17.04117774963379,0.14945679903030396,-0.36581870913505554,0.09539274126291275,0.9136408567428589
1756405936692833852,-22.56026840209961,-6.525288105010986,17.048067092895508,0.14985962212085724,-0.3710669279098511,0.09417427331209183,0.9115824699401855
1756405936742986927,-22.593969345092773,-6.525805473327637,17.07785987854004,0.14978386461734772,-0.3748008906841278,0.09430750459432602,0.9100522994995117
1756405936793351023,-22.61005210876465,-6.520561695098877,17.11011505126953,0.15021434426307678,-0.3770635426044464,0.09376166015863419,0.9091025590896606
