timestamp,x,y,z,qx,qy,qz,qw
1762933162325004016,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1762933162408235531,-0.35829663276672363,0.007169849704951048,-0.0634336844086647,-0.0005436792853288352,0.0007911751745268703,0.0017182340379804373,0.9999980330467224
1762933162473720318,-1.06166410446167,-0.03474725782871246,-0.1760053187608719,-0.0035191087517887354,0.0014652481768280268,0.008933288045227528,0.9999527931213379
1762933162593370816,-1.3790642023086548,-0.11868780106306076,-0.21983297169208527,-0.008007611148059368,-0.0004284436581656337,0.019896555691957474,0.9997698664665222
1762933162702668084,-1.7164466381072998,-0.1650085151195526,-0.3336273431777954,-0.009476061910390854,-0.0009376886300742626,0.024566564708948135,0.9996528625488281
1762933162855050120,-1.7164466381072998,-0.1650085151195526,-0.3336273431777954,-0.009476039558649063,-0.0009377393871545792,0.024566588923335075,0.9996528625488281
1762933162863201871,-1.641670823097229,-0.21075457334518433,-0.11860613524913788,-0.011030295863747597,-0.00362057751044631,0.02358449250459671,0.9996544122695923
1762933162884960280,-0.18614637851715088,-0.30639469623565674,2.2274882793426514,0.001236209413036704,-0.03251713886857033,0.003198665101081133,0.99946528673172
1762933162940890162,-0.09079138934612274,-0.20185118913650513,2.2489657402038574,-0.001281881588511169,-0.030068261548876762,0.01813652738928795,0.999382495880127
1762933163253487718,-0.09079138934612274,-0.20185118913650513,2.2489657402038574,-0.0012819347903132439,-0.030068282037973404,0.01813652738928795,0.999382495880127
1762933163284626950,-0.09079138934612274,-0.20185118913650513,2.2489657402038574,-0.001281931297853589,-0.030068252235651016,0.01813652366399765,0.999382495880127
1762933163355968084,-0.09079138934612274,-0.20185118913650513,2.2489657402038574,-0.0012818666873499751,-0.030068255960941315,0.018136505037546158,0.999382495880127
1762933163372283865,-0.16149792075157166,-0.35155606269836426,2.330122709274292,-0.005221343133598566,-0.030022040009498596,0.024722134694457054,0.9992297887802124
1762933163397582182,-0.1542099416255951,-0.5746098756790161,2.4046897888183594,-0.009475813247263432,-0.032969195395708084,0.04184995964169502,0.9985347986221313
1762933163524986501,-0.026637420058250427,-0.6589736342430115,2.8350398540496826,-0.011369873769581318,-0.03353198617696762,0.04197845235466957,0.9984909296035767
1762933163569319041,0.18557150661945343,-0.8180416822433472,3.5002076625823975,-0.013145764358341694,-0.03356624394655228,0.04079970717430115,0.998516857624054
1762933163611135584,0.5869128704071045,-0.716888964176178,4.3740949630737305,-0.010993375442922115,-0.0345831960439682,0.04232324659824371,0.9984447360038757
1762933163638474593,1.0671392679214478,-0.39321839809417725,5.446661472320557,-0.006605943199247122,-0.038529593497514725,0.04433460533618927,0.9982516169548035
1762933163813149767,0.2719740867614746,-1.3862419128417969,5.095498085021973,-0.0178055576980114,-0.0265728197991848,0.03582997992634773,0.9988458752632141
